"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"19";"2021-05-16 08:26:21";"Back/glutes";"6616";"Reverse Fly (Machine)";"2";"20.41165665";"12";"";"";"";"";""
"19";"2021-05-16 08:26:21";"Back/glutes";"6616";"Reverse Fly (Machine)";"3";"20.41165665";"10";"";"";"";"";""
"19";"2021-05-16 08:26:21";"Back/glutes";"6616";"Pullover (Dumbbell)";"1";"11.33980925";"20";"";"";"";"";""
"19";"2021-05-16 08:26:21";"Back/glutes";"6616";"Pullover (Dumbbell)";"2";"13.6077711";"15";"";"";"";"";""
"19";"2021-05-16 08:26:21";"Back/glutes";"6616";"Pullover (Dumbbell)";"3";"13.6077711";"15";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Overhead Press (Barbell)";"1";"20.41165665";"12";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Overhead Press (Barbell)";"2";"20.41165665";"12";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Overhead Press (Barbell)";"3";"24.947580350000003";"8";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Overhead Press (Barbell)";"4";"24.947580350000003";"8";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Overhead Press (Barbell)";"5";"24.947580350000003";"8";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Overhead press - PRECOR";"1";"9.071847400000001";"12";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Overhead press - PRECOR";"2";"9.071847400000001";"8";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Overhead press - PRECOR";"3";"9.071847400000001";"8";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Lateral Raise (Dumbbell)";"Note";"";"";"";"";"";"One arm";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Lateral Raise (Dumbbell)";"1";"4.535923700000001";"12";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Lateral Raise (Dumbbell)";"2";"4.535923700000001";"12";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Lateral Raise (Dumbbell)";"3";"4.535923700000001";"12";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Lateral Raise (Dumbbell)";"4";"4.535923700000001";"12";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Lateral Raise (Dumbbell)";"5";"4.535923700000001";"12";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Lateral Raise (Dumbbell)";"6";"4.535923700000001";"12";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Shrug (Machine)";"1";"31.751465900000003";"15";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Shrug (Machine)";"2";"31.751465900000003";"15";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Shrug (Machine)";"3";"31.751465900000003";"15";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Reverse Fly (Dumbbell)";"1";"4.535923700000001";"12";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Reverse Fly (Dumbbell)";"2";"4.535923700000001";"12";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Front Raise (Plate)";"1";"11.33980925";"12";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Front Raise (Plate)";"2";"11.33980925";"12";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Front Raise (Plate)";"3";"11.33980925";"10";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Upright Row (Dumbbell)";"1";"9.071847400000001";"8";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Dip machine";"1";"54.4310844";"12";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Dip machine";"2";"54.4310844";"12";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Dip machine";"3";"54.4310844";"12";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Front Squat (Barbell)";"1";"24.947580350000003";"12";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Front Squat (Barbell)";"2";"24.947580350000003";"15";"";"";"";"";""
"20";"2021-05-18 04:08:15";"Shoulders";"3470";"Front Squat (Barbell)";"3";"24.947580350000003";"15";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Plank";"1";"";"";"";"";"120.0";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Plank";"2";"";"";"";"";"85.0";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Plank";"3";"";"";"";"";"107.0";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Hip Thrust (Bodyweight)";"D";"";"20";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Hip Thrust (Bodyweight)";"2";"";"20";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Hip Thrust (Bodyweight)";"3";"";"20";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Bird dog";"1";"";"15";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Bird dog";"2";"";"15";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Bird dog";"3";"";"15";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Bird dog";"4";"";"15";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Bird dog";"5";"";"15";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Bird dog";"6";"";"15";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Lying pelvic tilts";"1";"";"20";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Lying pelvic tilts";"2";"";"20";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Lying pelvic tilts";"3";"";"20";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Child's pose (forwards / backwards)";"1";"";"";"";"";"60.0";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Cat-Cow";"1";"";"20";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Bicep Curl (Dumbbell)";"1";"4.535923700000001";"15";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Bicep Curl (Dumbbell)";"2";"4.535923700000001";"15";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Bicep Curl (Dumbbell)";"3";"4.535923700000001";"15";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Bicep Curl (Machine)";"1";"13.6077711";"10";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Bicep Curl (Machine)";"2";"11.33980925";"10";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Incline Curl (Dumbbell)";"1";"4.535923700000001";"15";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Incline Curl (Dumbbell)";"2";"4.535923700000001";"15";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Skullcrusher (Dumbbell)";"1";"4.535923700000001";"15";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Skullcrusher (Dumbbell)";"2";"4.535923700000001";"20";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Skullcrusher (Dumbbell)";"3";"4.535923700000001";"20";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Triceps Pushdown (Cable - Straight Bar)";"1";"13.6077711";"20";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Triceps Pushdown (Cable - Straight Bar)";"2";"15.875732950000002";"18";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Triceps Pushdown (Cable - Straight Bar)";"3";"15.875732950000002";"20";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Triceps Pushdown (Cable - Straight Bar)";"4";"15.875732950000002";"18";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Concentration Curl - cable - one arm";"1";"4.535923700000001";"12";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Concentration Curl - cable - one arm";"2";"4.535923700000001";"15";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Concentration Curl - cable - one arm";"3";"4.535923700000001";"12";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Concentration Curl - cable - one arm";"4";"4.535923700000001";"15";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Concentration Curl - cable - one arm";"5";"4.535923700000001";"12";"";"";"";"";""
"21";"2021-05-19 04:13:05";"Anterior Pelvic Tilt Corrections";"3813";"Concentration Curl - cable - one arm";"6";"4.535923700000001";"13";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Landmine squat";"1";"31.751465900000003";"15";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Landmine squat";"2";"31.751465900000003";"20";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Landmine squat";"3";"31.751465900000003";"20";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Bench Press (Dumbbell)";"1";"11.33980925";"20";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Bench Press (Dumbbell)";"2";"13.6077711";"15";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Bench Press (Dumbbell)";"3";"13.6077711";"15";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Bench Press (Dumbbell)";"4";"18.143694800000002";"15";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Bench Press (Dumbbell)";"5";"18.143694800000002";"12";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Bench Press (Dumbbell)";"6";"18.143694800000002";"12";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Bench Press - Close Grip (Barbell)";"1";"29.48350405";"15";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Bench Press - Close Grip (Barbell)";"2";"31.751465900000003";"15";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Bench Press - Close Grip (Barbell)";"3";"31.751465900000003";"15";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Chest Dip (Assisted)";"1";"40.8233133";"19";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Chest Dip (Assisted)";"2";"36.287389600000004";"12";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Chest Dip (Assisted)";"3";"36.287389600000004";"11";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Incline Bench Press (Dumbbell)";"1";"11.33980925";"15";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Incline Bench Press (Dumbbell)";"2";"13.6077711";"15";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Incline Bench Press (Dumbbell)";"3";"13.6077711";"15";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Goblet Squat (Kettlebell)";"1";"11.33980925";"20";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Goblet Squat (Kettlebell)";"2";"13.6077711";"15";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Goblet Squat (Kettlebell)";"3";"13.6077711";"20";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Goblet Squat (Kettlebell)";"4";"9.071847400000001";"30";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Chest Fly (Dumbbell)";"1";"9.071847400000001";"15";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Chest Fly (Dumbbell)";"2";"9.071847400000001";"20";"";"";"";"";""
"22";"2021-05-20 04:11:26";"Chest";"3803";"Chest Fly (Dumbbell)";"3";"9.071847400000001";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Plank";"1";"";"";"";"";"123.0";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Hip Thrust (Bodyweight)";"1";"";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Hip Thrust (Bodyweight)";"2";"";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Hip Thrust (Bodyweight)";"3";"";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Dead bug";"1";"";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Dead bug";"2";"";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Dead bug";"3";"";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Bird dog";"1";"";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Bird dog";"2";"";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Bird dog";"3";"";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Bird dog";"4";"";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Bird dog";"5";"";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Bird dog";"6";"";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Lying pelvic tilts";"1";"";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Lying pelvic tilts";"2";"";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Lying pelvic tilts";"3";"";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Hip Flexor Deactivator (Sal's feet on bench crunch)";"1";"";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Hip Flexor Deactivator (Sal's feet on bench crunch)";"2";"";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Hip Flexor Deactivator (Sal's feet on bench crunch)";"3";"";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Cat-Cow";"1";"";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Cat-Cow";"2";"";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Cat-Cow";"3";"";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Donkey kickbacks";"1";"0.0";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Donkey kickbacks";"2";"0.0";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Donkey kickbacks";"3";"0.0";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Donkey kickbacks";"4";"0.0";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Donkey kickbacks";"5";"0.0";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Donkey kickbacks";"6";"0.0";"20";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Bulgarian Split Squat";"1";"0.0";"10";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Bulgarian Split Squat";"2";"0.0";"10";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Bulgarian Split Squat";"3";"0.0";"15";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Bulgarian Split Squat";"4";"0.0";"10";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Bench Press (Barbell)";"1";"20.41165665";"15";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Bench Press (Barbell)";"2";"29.48350405";"15";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Bench Press (Barbell)";"3";"43.09127515";"11";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Bench Press (Barbell)";"4";"43.09127515";"10";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Bench Press (Barbell)";"5";"43.09127515";"12";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Bench Press (Barbell)";"6";"43.09127515";"10";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Single Leg RDLs";"1";"3.401942775";"10";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Single Leg RDLs";"2";"3.401942775";"10";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Overhead Press (Barbell)";"1";"20.41165665";"15";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Overhead Press (Barbell)";"2";"20.41165665";"15";"";"";"";"";""
"23";"2021-05-22 07:46:55";"Anterior Pelvic Tilt Corrections";"5448";"Overhead Press (Barbell)";"3";"24.947580350000003";"9";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Squat (Barbell)";"Note";"";"";"";"";"";"5 sets x 2-5 reps";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Squat (Barbell)";"1";"29.48350405";"10";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Squat (Barbell)";"2";"38.55535145";"10";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Squat (Barbell)";"3";"43.09127515";"8";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Squat (Barbell)";"4";"47.62719885";"5";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Squat (Barbell)";"5";"47.62719885";"5";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Squat (Barbell)";"6";"47.62719885";"5";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Squat (Barbell)";"7";"47.62719885";"5";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Squat (Barbell)";"8";"47.62719885";"5";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Romanian Deadlift (Barbell)";"Note";"";"";"";"";"";"3 sets x 6-8 reps";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Romanian Deadlift (Barbell)";"W";"29.48350405";"10";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Romanian Deadlift (Barbell)";"W";"43.09127515";"8";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Romanian Deadlift (Barbell)";"W";"61.23496995";"8";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Romanian Deadlift (Barbell)";"1";"65.77089365";"8";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Romanian Deadlift (Barbell)";"2";"65.77089365";"8";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Romanian Deadlift (Barbell)";"3";"65.77089365";"8";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Incline Bench Press (Barbell)";"Note";"";"";"";"";"";"4 sets x 3-6 reps";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Incline Bench Press (Barbell)";"W";"20.41165665";"10";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Incline Bench Press (Barbell)";"W";"29.48350405";"8";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Incline Bench Press (Barbell)";"1";"38.55535145";"6";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Incline Bench Press (Barbell)";"2";"38.55535145";"6";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Incline Bench Press (Barbell)";"3";"38.55535145";"6";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Incline Bench Press (Barbell)";"4";"38.55535145";"6";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Bent Over Row (Barbell)";"Note";"";"";"";"";"";"4 sets x 4-6 reps";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Bent Over Row (Barbell)";"1";"29.48350405";"6";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Bent Over Row (Barbell)";"2";"29.48350405";"10";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Bent Over Row (Barbell)";"3";"38.55535145";"6";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Bent Over Row (Barbell)";"4";"38.55535145";"5";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Shrug (Dumbbell)";"Note";"";"";"";"";"";"4 sets x 5-7 reps";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Shrug (Dumbbell)";"1";"18.143694800000002";"7";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Shrug (Dumbbell)";"2";"18.143694800000002";"7";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Shrug (Dumbbell)";"3";"18.143694800000002";"7";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Shrug (Dumbbell)";"4";"18.143694800000002";"7";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Rear Lateral Raise (DB)";"Note";"";"";"";"";"";"1 set x 8-12 reps";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Rear Lateral Raise (DB)";"1";"4.535923700000001";"12";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Bicep Curl (Barbell)";"Note";"";"";"";"";"";"4 sets x 6-8 reps";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Bicep Curl (Barbell)";"1";"18.143694800000002";"8";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Bicep Curl (Barbell)";"2";"18.143694800000002";"8";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Bicep Curl (Barbell)";"3";"18.143694800000002";"8";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Bicep Curl (Barbell)";"4";"18.143694800000002";"8";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Skullcrusher (Dumbbell)";"Note";"";"";"";"";"";"4 sets x 6-8 reps";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Skullcrusher (Dumbbell)";"1";"6.80388555";"10";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Skullcrusher (Dumbbell)";"2";"6.80388555";"10";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Skullcrusher (Dumbbell)";"3";"6.80388555";"10";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Skullcrusher (Dumbbell)";"4";"6.80388555";"10";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Flat Leg Raise";"Note";"";"";"";"";"";"3 sets x 10-12 reps";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Flat Leg Raise";"1";"";"15";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Flat Leg Raise";"2";"";"15";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Flat Leg Raise";"3";"";"15";"";"";"";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Plank";"1";"";"";"";"";"123.0";"";""
"24";"2021-05-23 08:35:19";"Aesthetic Ph1 Foundational Day1";"7180";"Plank";"2";"";"";"";"";"123.0";"";""
