"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Bench Press (Dumbbell)";"1";"9.071847400000001";"20";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Bench Press (Dumbbell)";"2";"13.6077711";"15";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Bench Press (Dumbbell)";"3";"15.875732950000002";"15";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Bench Press (Dumbbell)";"4";"15.875732950000002";"12";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Bench Press (Dumbbell)";"5";"15.875732950000002";"12";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Chest Fly (Dumbbell)";"1";"6.80388555";"15";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Chest Fly (Dumbbell)";"2";"6.80388555";"15";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Chest Fly (Dumbbell)";"3";"6.80388555";"15";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Chest Fly (Dumbbell)";"4";"6.80388555";"15";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Bench Press - Close Grip (Barbell)";"1";"20.41165665";"15";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Bench Press - Close Grip (Barbell)";"2";"20.41165665";"15";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Bench Press - Close Grip (Barbell)";"3";"20.41165665";"15";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Triceps Dip (Assisted)";"1";"40.8233133";"15";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Triceps Dip (Assisted)";"2";"49.895160700000005";"10";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Triceps Dip (Assisted)";"3";"45.359237";"12";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Triceps Dip (Assisted)";"4";"45.359237";"12";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Cable Kickback";"1";"4.535923700000001";"15";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Cable Kickback";"2";"4.535923700000001";"15";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Cable Kickback";"3";"4.535923700000001";"15";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Incline Chest Press (Machine)";"1";"9.071847400000001";"12";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Incline Chest Press (Machine)";"2";"4.535923700000001";"12";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Incline Chest Press (Machine)";"3";"4.535923700000001";"10";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Chest Press (Machine)";"1";"22.6796185";"15";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Chest Press (Machine)";"2";"22.6796185";"12";"";"";"";"";""
"1";"2021-04-22 04:10:00";"Morning Workout";"3000";"Chest Press (Machine)";"3";"22.6796185";"10";"";"";"";"";""
"2";"2021-04-22 16:35:19";"Afternoon Workout";"2183";"Bench Press (Barbell)";"1";"20.41165665";"20";"";"";"";"";""
"2";"2021-04-22 16:35:19";"Afternoon Workout";"2183";"Bench Press (Barbell)";"2";"29.48350405";"15";"";"";"";"";""
"2";"2021-04-22 16:35:19";"Afternoon Workout";"2183";"Bench Press (Barbell)";"3";"34.01942775";"15";"";"";"";"";""
"2";"2021-04-22 16:35:19";"Afternoon Workout";"2183";"Bench Press (Barbell)";"4";"38.55535145";"12";"";"";"";"";""
"2";"2021-04-22 16:35:19";"Afternoon Workout";"2183";"Bench Press (Barbell)";"5";"43.09127515";"10";"";"";"";"";""
"2";"2021-04-22 16:35:19";"Afternoon Workout";"2183";"Bench Press (Barbell)";"6";"43.09127515";"10";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"T Bar Row";"1";"20.41165665";"15";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"T Bar Row";"2";"20.41165665";"12";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"T Bar Row";"3";"20.41165665";"15";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Romanian Deadlift (Barbell)";"1";"29.48350405";"15";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Romanian Deadlift (Barbell)";"2";"43.09127515";"15";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Romanian Deadlift (Barbell)";"3";"52.163122550000004";"15";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Romanian Deadlift (Barbell)";"4";"56.69904625";"12";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Romanian Deadlift (Barbell)";"5";"56.69904625";"12";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Romanian Deadlift (Barbell)";"6";"61.23496995";"13";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Romanian Deadlift (Barbell)";"7";"43.09127515";"15";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Reverse Fly (Machine)";"1";"18.143694800000002";"15";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Reverse Fly (Machine)";"2";"20.41165665";"11";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Reverse Fly (Machine)";"3";"20.41165665";"11";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Straight Arm Cable Pull Down";"1";"11.33980925";"20";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Straight Arm Cable Pull Down";"2";"13.6077711";"20";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Straight Arm Cable Pull Down";"3";"15.875732950000002";"12";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Side Bend (Dumbbell)";"1";"11.33980925";"15";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Side Bend (Dumbbell)";"2";"11.33980925";"15";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Side Bend (Dumbbell)";"3";"11.33980925";"15";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Single Leg RDLs";"1";"4.535923700000001";"12";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Single Leg RDLs";"2";"4.535923700000001";"12";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Single Leg RDLs";"3";"4.535923700000001";"12";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Single Leg RDLs";"4";"4.535923700000001";"12";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Single Leg RDLs";"5";"4.535923700000001";"10";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Single Leg RDLs";"6";"4.535923700000001";"10";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Single Arm Seated Back Extension Matrix Machine";"1";"11.33980925";"20";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Single Arm Seated Back Extension Matrix Machine";"2";"11.33980925";"20";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Single Arm Seated Back Extension Matrix Machine";"3";"13.6077711";"15";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Single Arm Seated Back Extension Matrix Machine";"4";"15.875732950000002";"15";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Single Arm Seated Back Extension Matrix Machine";"5";"15.875732950000002";"18";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Single Arm Seated Back Extension Matrix Machine";"6";"18.143694800000002";"18";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Hack Squat";"1";"47.62719885";"12";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Hack Squat";"2";"52.163122550000004";"10";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Hack Squat";"3";"56.69904625";"10";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Hammer Curl (Dumbbell)";"1";"4.535923700000001";"15";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Hammer Curl (Dumbbell)";"2";"4.535923700000001";"20";"";"";"";"";""
"3";"2021-04-24 08:43:17";"Back";"6392";"Hammer Curl (Dumbbell)";"3";"4.535923700000001";"20";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Overhead Press (Barbell)";"1";"20.41165665";"12";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Overhead Press (Barbell)";"2";"20.41165665";"12";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Overhead Press (Barbell)";"3";"20.41165665";"10";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Overhead Press (Barbell)";"4";"22.6796185";"7";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Overhead Press (Barbell)";"5";"22.6796185";"8";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Lateral Raise (Dumbbell)";"1";"4.535923700000001";"12";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Lateral Raise (Dumbbell)";"2";"4.535923700000001";"12";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Lateral Raise (Dumbbell)";"3";"4.535923700000001";"12";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Lateral Raise (Dumbbell)";"4";"4.535923700000001";"12";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Lateral Raise (Dumbbell)";"5";"4.535923700000001";"12";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Lateral Raise (Dumbbell)";"6";"4.535923700000001";"15";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Shrug (Dumbbell)";"Note";"";"";"";"";"";"Shrug machine. Seat = 6";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Shrug (Dumbbell)";"1";"43.09127515";"10";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Shrug (Dumbbell)";"2";"43.09127515";"15";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Shrug (Dumbbell)";"3";"43.09127515";"15";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Shrug (Dumbbell)";"4";"43.09127515";"15";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Front Raise (Plate)";"1";"11.33980925";"8";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Front Raise (Plate)";"2";"4.535923700000001";"15";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Seated Overhead Press (Barbell)";"1";"11.33980925";"12";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Seated Overhead Press (Barbell)";"2";"11.33980925";"15";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Seated Overhead Press (Barbell)";"3";"11.33980925";"15";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Arnold Press (Dumbbell)";"1";"6.80388555";"12";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Arnold Press (Dumbbell)";"2";"6.80388555";"9";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Arnold Press (Dumbbell)";"3";"6.80388555";"8";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Arnold Press (Dumbbell)";"4";"6.80388555";"8";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Front Squat (Barbell)";"1";"20.41165665";"15";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Front Squat (Barbell)";"2";"24.947580350000003";"15";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Front Squat (Barbell)";"3";"29.48350405";"15";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Front Squat (Barbell)";"4";"43.09127515";"8";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Front Squat (Barbell)";"5";"43.09127515";"10";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Front Squat (Barbell)";"6";"43.09127515";"10";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Goblet Squat (Kettlebell)";"1";"13.6077711";"15";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Goblet Squat (Kettlebell)";"2";"13.6077711";"15";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Goblet Squat (Kettlebell)";"3";"13.6077711";"15";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Hack Squat";"1";"47.62719885";"12";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Hack Squat";"2";"52.163122550000004";"12";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Hack Squat";"3";"56.69904625";"12";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Hack Squat";"4";"58.9670081";"12";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Triceps Dip (Assisted)";"1";"40.8233133";"20";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Triceps Dip (Assisted)";"2";"52.163122550000004";"12";"";"";"";"";""
"4";"2021-04-25 07:23:10";"Shoulders";"6297";"Triceps Dip (Assisted)";"3";"52.163122550000004";"12";"";"";"";"";""
"5";"2021-04-26 18:32:35";"Chest";"7";"Chest Dip (Assisted)";"1";"40.8233133";"20";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Chest Dip (Assisted)";"2";"47.62719885";"15";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Chest Dip (Assisted)";"3";"47.62719885";"10";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Chest Dip (Assisted)";"4";"45.359237";"11";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Bench Press (Dumbbell)";"1";"11.33980925";"15";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Bench Press (Dumbbell)";"2";"13.6077711";"12";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Bench Press (Dumbbell)";"3";"13.6077711";"14";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Bench Press (Dumbbell)";"4";"13.6077711";"12";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Pec Deck (Machine)";"1";"24.947580350000003";"20";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Pec Deck (Machine)";"2";"29.48350405";"12";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Pec Deck (Machine)";"3";"29.48350405";"12";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Incline Chest Press (Machine)";"1";"27.2155422";"15";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Incline Chest Press (Machine)";"2";"27.2155422";"10";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Incline Chest Press (Machine)";"3";"27.2155422";"10";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Leg Press";"1";"20.41165665";"20";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Leg Press";"2";"40.8233133";"20";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Leg Press";"3";"61.23496995";"15";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Leg Press";"4";"61.23496995";"15";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Leg Press";"5";"61.23496995";"15";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Leg Press";"6";"61.23496995";"15";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Leg Press";"7";"61.23496995";"20";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Bench Press - Wide Grip (Barbell)";"1";"29.48350405";"30";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Bench Press - Wide Grip (Barbell)";"2";"43.09127515";"8";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Bench Press - Wide Grip (Barbell)";"3";"38.55535145";"8";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Bench Press - Wide Grip (Barbell)";"4";"36.287389600000004";"11";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Bench Press - Wide Grip (Barbell)";"5";"34.01942775";"12";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Skullcrusher (Dumbbell)";"1";"4.535923700000001";"15";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Skullcrusher (Dumbbell)";"2";"4.535923700000001";"15";"";"";"";"";"plenty of energy but def less strong than usual"
"5";"2021-04-26 18:32:35";"Chest";"7";"Skullcrusher (Dumbbell)";"3";"4.535923700000001";"15";"";"";"";"";"plenty of energy but def less strong than usual"
"6";"2021-04-28 07:13:54";"Morning Workout";"3620";"Squat (Barbell)";"1";"20.41165665";"15";"";"";"";"";""
"6";"2021-04-28 07:13:54";"Morning Workout";"3620";"Squat (Barbell)";"2";"29.48350405";"15";"";"";"";"";""
"6";"2021-04-28 07:13:54";"Morning Workout";"3620";"Squat (Barbell)";"3";"34.01942775";"15";"";"";"";"";""
"6";"2021-04-28 07:13:54";"Morning Workout";"3620";"Squat (Barbell)";"4";"38.55535145";"15";"";"";"";"";""
"6";"2021-04-28 07:13:54";"Morning Workout";"3620";"Squat (Barbell)";"5";"43.09127515";"12";"";"";"";"";""
"6";"2021-04-28 07:13:54";"Morning Workout";"3620";"Squat (Barbell)";"6";"43.09127515";"12";"";"";"";"";""
"6";"2021-04-28 07:13:54";"Morning Workout";"3620";"Squat (Barbell)";"7";"43.09127515";"12";"";"";"";"";""
"6";"2021-04-28 07:13:54";"Morning Workout";"3620";"Squat (Barbell)";"8";"43.09127515";"12";"";"";"";"";""
"6";"2021-04-28 07:13:54";"Morning Workout";"3620";"Squat (Barbell)";"9";"43.09127515";"15";"";"";"";"";""
"6";"2021-04-28 07:13:54";"Morning Workout";"3620";"Overhead Press (Barbell)";"1";"20.41165665";"12";"";"";"";"";""
"6";"2021-04-28 07:13:54";"Morning Workout";"3620";"Overhead Press (Barbell)";"2";"20.41165665";"15";"";"";"";"";""
"6";"2021-04-28 07:13:54";"Morning Workout";"3620";"Overhead Press (Barbell)";"3";"22.6796185";"10";"";"";"";"";""
"6";"2021-04-28 07:13:54";"Morning Workout";"3620";"Overhead Press (Barbell)";"4";"24.947580350000003";"10";"";"";"";"";""
"6";"2021-04-28 07:13:54";"Morning Workout";"3620";"Overhead Press (Barbell)";"5";"24.947580350000003";"10";"";"";"";"";""
"6";"2021-04-28 07:13:54";"Morning Workout";"3620";"Overhead Press (Barbell)";"6";"24.947580350000003";"10";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Overhead Press (Barbell)";"1";"20.41165665";"10";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Overhead Press (Barbell)";"2";"22.6796185";"10";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Overhead Press (Barbell)";"3";"24.947580350000003";"10";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Overhead Press (Barbell)";"4";"27.2155422";"10";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Overhead Press (Barbell)";"5";"29.48350405";"6";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Overhead Press (Barbell)";"6";"29.48350405";"6";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Overhead Press (Barbell)";"7";"29.48350405";"6";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Lateral Raise (Dumbbell)";"1";"4.535923700000001";"12";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Lateral Raise (Dumbbell)";"2";"4.535923700000001";"10";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Lateral Raise (Dumbbell)";"3";"4.535923700000001";"10";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Shrug (Machine)";"1";"40.8233133";"12";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Shrug (Machine)";"2";"40.8233133";"12";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Shrug (Machine)";"3";"40.8233133";"12";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Shrug (Machine)";"4";"40.8233133";"12";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Shrug (Machine)";"5";"40.8233133";"12";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Reverse Fly (Cable)";"1";"6.80388555";"15";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Reverse Fly (Cable)";"2";"11.33980925";"15";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Reverse Fly (Cable)";"3";"11.33980925";"15";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Shoulder Press (Plate Loaded)";"1";"9.071847400000001";"10";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Shoulder Press (Plate Loaded)";"2";"9.071847400000001";"10";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Shoulder Press (Plate Loaded)";"3";"11.33980925";"6";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Shoulder Press (Plate Loaded)";"4";"11.33980925";"5";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Front Raise (Plate)";"1";"11.33980925";"12";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Front Raise (Plate)";"2";"11.33980925";"12";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Front Raise (Plate)";"3";"11.33980925";"10";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Arnold Press (Dumbbell)";"1";"9.071847400000001";"10";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Arnold Press (Dumbbell)";"2";"9.071847400000001";"9";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Arnold Press (Dumbbell)";"3";"9.071847400000001";"8";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Goblet Squat (Kettlebell)";"1";"11.33980925";"10";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Goblet Squat (Kettlebell)";"2";"11.33980925";"10";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Goblet Squat (Kettlebell)";"3";"11.33980925";"10";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Goblet Squat (Kettlebell)";"4";"11.33980925";"10";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Front Squat (Barbell)";"1";"29.48350405";"15";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Front Squat (Barbell)";"2";"29.48350405";"15";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Front Squat (Barbell)";"3";"34.01942775";"12";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Front Squat (Barbell)";"4";"38.55535145";"10";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Front Squat (Barbell)";"5";"43.09127515";"10";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Landmine squat";"1";"40.8233133";"6";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Landmine squat";"2";"40.8233133";"10";"";"";"";"";""
"7";"2021-05-02 08:31:05";"Shoulders";"6066";"Landmine squat";"3";"40.8233133";"12";"";"";"";"";""
"8";"2021-05-03 13:12:08";"Squat/Bench";"3811";"Squat (Barbell)";"1";"20.41165665";"15";"";"";"";"";""
"8";"2021-05-03 13:12:08";"Squat/Bench";"3811";"Squat (Barbell)";"2";"34.01942775";"15";"";"";"";"";""
"8";"2021-05-03 13:12:08";"Squat/Bench";"3811";"Squat (Barbell)";"3";"43.09127515";"12";"";"";"";"";""
"8";"2021-05-03 13:12:08";"Squat/Bench";"3811";"Squat (Barbell)";"4";"47.62719885";"10";"";"";"";"";""
"8";"2021-05-03 13:12:08";"Squat/Bench";"3811";"Squat (Barbell)";"5";"52.163122550000004";"10";"";"";"";"";""
"8";"2021-05-03 13:12:08";"Squat/Bench";"3811";"Squat (Barbell)";"6";"56.69904625";"10";"";"";"";"";""
"8";"2021-05-03 13:12:08";"Squat/Bench";"3811";"Squat (Barbell)";"7";"61.23496995";"10";"";"";"";"";""
"8";"2021-05-03 13:12:08";"Squat/Bench";"3811";"Squat (Barbell)";"8";"61.23496995";"8";"";"";"";"";""
"8";"2021-05-03 13:12:08";"Squat/Bench";"3811";"Squat (Barbell)";"9";"61.23496995";"8";"";"";"";"";""
"8";"2021-05-03 13:12:08";"Squat/Bench";"3811";"Bench Press (Barbell)";"1";"20.41165665";"20";"";"";"";"";""
"8";"2021-05-03 13:12:08";"Squat/Bench";"3811";"Bench Press (Barbell)";"2";"29.48350405";"15";"";"";"";"";""
"8";"2021-05-03 13:12:08";"Squat/Bench";"3811";"Bench Press (Barbell)";"3";"38.55535145";"12";"";"";"";"";""
"8";"2021-05-03 13:12:08";"Squat/Bench";"3811";"Bench Press (Barbell)";"4";"43.09127515";"8";"";"";"";"";""
"8";"2021-05-03 13:12:08";"Squat/Bench";"3811";"Bench Press (Barbell)";"5";"43.09127515";"8";"";"";"";"";""
